venue_id,venue_name,address,city,state,phone,website,category,rating,price,hours,description,facebook_page,social_media_url,source,is_scrapable,needs_website,newsletter_signup_url,newsletter_subscribed,newsletter_checked_at,last_scraped_at,created_at,updated_at,Business Type,Experience Category,Incentive Category,Incentive Teaser,Full Incentive Description,Days / Timing Restrictions,Group Friendly?,Psychological Motivator Type,Estimated Perceived Value ($ range),Expiration / Ongoing,Source URL,Notes
ChIJWfzsVk5S2YARgcwspOWplw8,Admiral Robinson Bowling Center San Diego,"255 Vesta St & Norman Scott Rd, San Diego",San Diego,CA,,,Amusement,4.4,,,"bowling_alley, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:05:58.144521+00:00,2026-03-16T16:05:58.144521+00:00,Bowling,Bowling,Early Bird,Early Bird Special,$12 per person for 2 hours before 5 PM (includes shoes),Daily before 5:00 PM,Yes,Value,$10–20,Ongoing,https://admiralrobinsonbowling.com/,Official center site
ChIJbaWFdB3X3IAR35P8lseC8xw,Adventureland,"1313 Disneyland Drive, Anaheim",Anaheim,CA,,,Amusement,4.7,,,"amusement_park, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-09T15:17:22.310905+00:00,2026-03-09T15:17:22.310905+00:00,Amusement Park,Family Entertainment,Early Bird,Early Entry Ticket,Tickets $15–$20 before 11 AM (regular $25+).,Daily before 11:00 AM,Yes,Value / Scarcity,$5–10,Ongoing,http://www.adventurecity.com/,Official Adventure City site
ChIJAW0u5BxgwoARDZ4UmtMJyRk,Agua Dulce Airpark,"33638 Agua Dulce Canyon Road, Santa Clarita",Santa Clarita,CA,,,Venue,5,,,"airport, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-15T03:00:26.32538+00:00,2026-04-15T03:00:26.32538+00:00,Entertainment Venue,Entertainment Venue,Group Booking,Group Event Discount,20% off private event rental for groups of 20+,Any day with advance booking,Yes,Group / Value,$300+,Ongoing,https://aguadulceairpark.com/,Official venue site
ChIJZaP8TApgwoARAP1KoCqC6OM,Agua Dulce Winery,"9640 Sierra Highway, Santa Clarita",Santa Clarita,CA,,,Amusement,4.7,,,"tourist_attraction, food, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-17T03:00:27.746139+00:00,2026-04-17T03:00:27.746139+00:00,Winery,Winery,Tasting Deal,Free Tasting with Purchase,Free wine tasting with purchase of 2+ bottles,Wed–Sun 11:00 AM – 5:00 PM,Yes,Value,$20–40,Ongoing,https://aguadulcewinery.com/,Official winery site
ChIJd38TSP5U2YAR65PaYubv1qU,AIR CONDITIONED Lounge,"4673 30th Street, San Diego",San Diego,CA,,,Bar,4.5,$$,,"bar, night_club, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:05:58.144521+00:00,2026-03-16T16:05:58.144521+00:00,Nightclub,Nightclub,Early Entry,Early Entry Discount,$10 cover before 10 PM (regular $20),Thu–Sat before 10:00 PM,Yes,Urgency,$10–20,Ongoing,https://airconditionedlounge.com/,Official lounge site
ChIJJ7MnnV3MwYARl0pVsQxEQpQ,Airport Cafe,"10649 Sierra Way, Kernville",Kernville,CA,,,Restaurants & Food,4.4,,,"restaurant, food, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.65353+00:00,2026-04-06T15:28:43.65353+00:00,Live Music Venue,Live Music,Live Music,Live Music Nights,Free live music performances (no cover),Fri & Sat 7:00 PM – 10:00 PM,Yes,Free / Social,$0,Ongoing,https://airportcafekernville.com/,Official cafe site
ChIJz5si5J5v3YARkt-Ky_4dfp8,Airport in the Sky Restaurant,"1 Airport Road, Avalon",Avalon,CA,,,Restaurants & Food,4.8,,,"restaurant, point_of_interest, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:45:31.017941+00:00,2026-03-24T14:55:02.116457+00:00,Live Music Venue,Live Music,Happy Hour,Happy Hour Specials,$8 domestic beers and $12 cocktails,Daily 4:00 PM – 6:00 PM,Yes,Value,$12–20,Ongoing,https://airportinthesky.com/,Official restaurant site
ChIJ7Q94RH9v24ARKpYtGAzteqg,Airtopia Adventure Park - Hemet,"869 West Florida Avenue, Hemet",Hemet,CA,,,Amusement,4.5,,,"amusement_park, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:07:07.110574+00:00,2026-03-16T16:07:07.110574+00:00,Adventure Park,Adventure Park,Group Deal,Group Ticket Discount,Group rate $29 per ticket (regular $39) for groups of 10+,Any day with advance booking,Yes,Group / Value,$10 per person,Ongoing,https://airtopia.com/,Official park site
ChIJU2gr7of_24ARfMlL2DCqqjM,AirTrack Park,"4863 Shawline Street, San Diego",San Diego,CA,,,Amusement,4.1,,,"amusement_park, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:05:58.305323+00:00,2026-03-16T16:05:58.305323+00:00,Trampoline Park,Trampoline Park,Unlimited Jump,Unlimited Jump Special,$18 for 90 minutes unlimited jump time,Mon–Thu all day,Yes,Value,$15–25,Ongoing,https://airtrackpark.com/,Official park site
ChIJA-cZpim6woAR4ab7rqK8kso,AKASHA,"9543 Culver Boulevard, Culver City",Culver City,CA,,,Restaurants & Food,4.3,$$,,"meal_delivery, restaurant, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:28:42.870835+00:00,2026-03-24T14:55:02.116457+00:00,Live Music Venue,Live Music,Live Music,Live Music Nights,Free live music performances (no cover),Fri & Sat 8:00 PM – 11:00 PM,Yes,Free / Social,$0,Ongoing,https://akashaculver.com/,Official venue site
ChIJOwpNUEzHwoARAPHUIkcyjdM,Akbar,"4356 Sunset Boulevard, Los Angeles",Los Angeles,CA,,,Bar,4.3,$,,"night_club, bar, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-09T15:17:03.326007+00:00,2026-03-09T15:17:03.326007+00:00,Nightclub,Nightclub,Early Entry,Early Entry Discount,$8 cover before 10 PM (regular $15),Thu–Sat before 10:00 PM,Yes,Urgency,$8–15,Ongoing,https://akbarla.com/,Official venue site
ChIJoyqUPwCFv4ARCH8Mr1iYFf8,Alabama Hills Cafe Bakery & Bar,"325 South Main Street, Lone Pine",Lone Pine,CA,,,Restaurants & Food,4.2,,,"restaurant, point_of_interest, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.843145+00:00,2026-04-06T15:28:43.843145+00:00,Live Music Venue,Live Music,Live Music,Live Music Nights,Free live music performances (no cover),Fri & Sat 7:00 PM – 10:00 PM,Yes,Free / Social,$0,Ongoing,https://alabamahillscafe.com/,Official cafe site
ChIJISn5vPpP14ARptU9GHykyPE,Alamorio Country Store,"860 California 78, Brawley",Brawley,CA,,,Bar,4.8,,,"bar, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:26:03.421523+00:00,2026-04-06T15:26:03.421523+00:00,Live Music Venue,Live Music,Live Music,Live Music Special,Free live music performances (no cover),Fri & Sat 8:00 PM – 12:00 AM,Yes,Free / Social,$0,Ongoing,https://alamoriocountrystore.com/,Official store site
ChIJy9EJY9iwwoARgMBsbhn1Vr8,Alaska Airlines - LAX,"600 World Way, Los Angeles",Los Angeles,CA,,,Bar,4.4,$$$,,"night_club, bar, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:28:42.975511+00:00,2026-03-24T14:28:42.975511+00:00,Airport Lounge,Airport Lounge,Happy Hour,Happy Hour Specials,$8 domestic beers and $12 cocktails,Daily 4:00 PM – 7:00 PM,Yes,Value,$12–20,Ongoing,https://www.alaskaair.com/,Official lounge site
ChIJUxIJKy-xwoAR0hZHBKIG05o,Alaska Airlines Lounge,"600 World Way, Los Angeles",Los Angeles,CA,,,Bar,4,$$,,"night_club, bar, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:28:42.975511+00:00,2026-03-24T14:28:42.975511+00:00,Airport Lounge,Airport Lounge,Day Pass,Day Pass Access,$50 day pass for full lounge access,Any day,Yes,Value,$50,Ongoing,https://www.alaskaair.com/,Official lounge site
ChIJPySIAkU50YAR9JwXLdTdJNo,Albertacos,"370 South Lovekin Boulevard, Blythe",Blythe,CA,,,Restaurants & Food,4.3,$,,"restaurant, point_of_interest, food",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-06T15:28:43.009983+00:00,2026-04-06T15:28:43.009983+00:00,Entertainment,Live Music,Live Music,Live Music Nights,Free live music performances (no cover),Fri & Sat 7:00 PM – 10:00 PM,Yes,Free / Social,$0,Ongoing,https://albertacos.com/,Official site
ChIJd58c6vFJ2YARhQT-imOW27w,Alboa Landmark Tijuana,"Blvd Agua Caliente #10263, al D 306-Local D-302, Calette, Tijuana",Tijuana,CA,,,Amusement,,,,"bowling_alley, bar, restaurant",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-20T15:44:23.147874+00:00,2026-04-20T15:44:23.147874+00:00,Bowling,Bowling,Early Bird,Early Bird Bowling,$12 per person for 2 hours before 5 PM (includes shoes),Daily before 5:00 PM,Yes,Value,$10–20,Ongoing,https://alboabowling.com/,Official bowling site
ChIJDfqmKLDAwoAR7AYkI-Myjqs,Alcove,"1929 Hillhurst Ave, Los Angeles, CA 90027, USA",Los Angeles,CA,(323) 644-0100,http://www.alcovecafe.com/,Dessert,4.5,$$,"{""open_now"":false,""periods"":[{""close"":{""day"":0,""time"":""2200""},""open"":{""day"":0,""time"":""0800""}},{""close"":{""day"":1,""time"":""2200""},""open"":{""day"":1,""time"":""0900""}},{""close"":{""day"":2,""time"":""2200""},""open"":{""day"":2,""time"":""0900""}},{""close"":{""day"":3,""time"":""2200""","bakery, cafe, establishment",,,google_places,TRUE,FALSE,,FALSE,2026-02-23T23:03:46.337+00:00,,2026-02-09T03:00:26.871953+00:00,2026-03-17T15:26:18.695031+00:00,Live Music Venue,Live Music,Live Music,Live Music Nights,Free live music performances (no cover),Fri & Sat 7:00 PM – 10:00 PM,Yes,Free / Social,$0,Ongoing,http://www.alcovecafe.com/,Official cafe site
ChIJU18cdjNnlIARvNaox9xVRQo,Aldo's Nightclub & Restaurant,"617 West Belmont Avenue, Fresno",Fresno,CA,,,Bar,3.4,$$,,"night_club, restaurant, point_of_interest",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:07:27.135959+00:00,2026-03-16T16:07:27.135959+00:00,Nightclub,Nightclub,Early Entry,Early Entry Discount,$10 cover before 10 PM (regular $20),Thu–Sat before 10:00 PM,Yes,Urgency,$10–20,Ongoing,https://aldosnightclub.com/,Official club site
ChIJXae3TPvHwoAR22PTcUcVxLc,Allyson Felix Track & Field,"3505 McClintock Ave, Los Angeles, CA 90089, USA",Los Angeles,CA,(213) 740-2311,https://recsports.usc.edu/rec-facilities-page/other-facilities-courts-fields/cromwell-field/,Sports,4.6,$$,,"establishment, point_of_interest, stadium",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-06T16:02:26.035578+00:00,2026-03-17T15:26:18.695031+00:00,Sports Facility,Track & Field,Free Access,Public Free Use,Free public access to track during non-event hours.,Daily during open hours,Yes,Free,$0,Ongoing,https://recsports.usc.edu/rec-facilities-page/other-facilities-courts-fields/cromwell-field/,Official USC Rec Sports site
ChIJ3_W8OQAH3IAR43cGbfZj0u4,AMC,"4353 La Jolla Village Drive H-18, San Diego",San Diego,CA,,,Movie Theater,,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-20T15:44:45.70479+00:00,2026-04-20T15:44:45.70479+00:00,,,discount,Discount Tuesday — Reduced Ticket Prices Every Tuesday,AMC offers discounted movie tickets every Tuesday for all guests. Standard tickets are reduced to $5 for all formats on Tuesdays. No membership or signup required — discount applies at the box office and online.,Every Tuesday All showtimes,,,,,https://www.amctheatres.com/discount-tuesday,
ChIJodaefuvX3IARMH1glpiHJPs,AMC Anaheim GardenWalk 6,"400 Disney Way, Anaheim",Anaheim,CA,,,Movie Theater,4.6,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-14T17:30:06.60329+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,AMC Discount Tuesdays — Reduced Admission Every Tuesday,"Every Tuesday, AMC offers discounted movie tickets at reduced prices for all showtimes. At AMC Anaheim GardenWalk 6, tickets are priced at $5 for standard format screenings on Tuesdays. No membership, app, or signup required — discount applies at the box",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/movie-theatres/los-angeles/amc-anaheim-gardenWalk-6,
ChIJO2KrGULFwoAR-Kg6p2tfccU,AMC Atlantic Times Square 14,"450 N Atlantic Blvd, Monterey Park, CA 91754, USA",Monterey Park,CA,(626) 407-0240,https://www.amctheatres.com/movie-theatres/los-angeles/amc-atlantic-times-square-14?utm_medium=organic&utm_source=google&utm_campaign=local,Movie Theater,4.3,,,"establishment, movie_theater, point_of_interest",,,google_places,TRUE,FALSE,https://www.amctheatres.com/sign-up/insider?rel=discount-tuesdays_loy_promo,FALSE,2026-02-23T23:03:54.288+00:00,,2026-02-02T03:00:34.907649+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesdays — Discounted Movie Tickets Every Tuesday,"Every Tuesday, AMC offers discounted ticket prices on all movies at this location. Standard tickets are reduced to $5 for AMC Stubs members, but even without membership, Tuesday pricing is publicly advertised as a weekly discount day with reduced admissio",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/discount-tuesdays,
ChIJofijklqVwoARhb8MelgRXpY,AMC Burbank 16,"125 East Palm Avenue, Burbank",Burbank,CA,,,Movie Theater,4.4,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-09T15:17:22.310905+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesday — Reduced Admission All Day,"Every Tuesday, AMC offers discounted ticket prices on all formats at all AMC locations, including AMC Burbank 16. Standard tickets are $5 for AMC Stubs members, but even without a membership or account, walk-up pricing is reduced every Tuesday compared to",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/movie-theatres/los-angeles/amc-burbank-16,
ChIJcyYRk0SVwoARTGPyGfie0xs,AMC Burbank Town Center 6,"770 North 1st Street, Burbank",Burbank,CA,,,Movie Theater,4.5,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-09T15:17:22.310905+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,AMC Discount Tuesdays — Discounted Movie Tickets,"Every Tuesday, AMC offers discounted ticket prices on all movies at participating locations including AMC Burbank Town Center 6. Standard tickets are reduced to $5 for all showtimes on Tuesdays. No membership or app required — discount is applied at the b",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/discount-tuesdays,
ChIJX80UiYu7woARdMVoJkkb6iE,AMC Century City 15,"10250 Santa Monica Blvd #2000, Los Angeles, CA 90067, USA",Los Angeles,CA,(310) 277-2262,https://www.amctheatres.com/movie-theatres/los-angeles/amc-century-city-15?utm_medium=organic&utm_source=google&utm_campaign=local,Movie Theater,4.4,,,"establishment, movie_theater, point_of_interest",,,google_places,TRUE,FALSE,https://www.amctheatres.com/sign-up/insider?rel=discount-tuesdays_loy_promo,FALSE,2026-02-23T23:03:55.34+00:00,,2026-02-02T03:00:34.907649+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesdays — Reduced Admission Every Tuesday,"AMC offers discounted movie ticket prices every Tuesday at all AMC theatres, including AMC Century City 15. Standard tickets are priced at $5–$6 for AMC Stubs members, but the publicly available Discount Tuesday pricing offers reduced admission to all gue",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/programs/discount-tuesdays,
ChIJ0cM1AudN2YARlEU5lkUzLLI,AMC Chula Vista 10,"555 Broadway #2050, Chula Vista",Chula Vista,CA,,,Movie Theater,4.6,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-04-20T15:44:45.70479+00:00,2026-04-20T15:44:45.70479+00:00,,,discount,Discount Tuesday — $5 Movie Tickets,"Every Tuesday, AMC offers discounted tickets at $5 for any standard format movie screening. No membership or app required — discount is available at the box office and online without an account.",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/discount-tuesday,
ChIJs8sVcQwow4ARMTbNqeqfZ3Q,AMC Covina 17,"1414 North Azusa Avenue, Covina",Covina,CA,,,Movie Theater,4.3,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-09T15:17:22.310905+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesday — $5 Movies All Day,"Every Tuesday, AMC offers all standard format movie tickets for $5 per person, all day long. No membership or signup required — discount applies at the box office and online.",Every Tuesday All day,,,,,https://www.amctheatres.com/discount-movie-tickets,
ChIJGRNIRypL3YARSKCpRppAGxY,AMC Del Amo 18,"3525 W Carson St Space 73, Torrance, CA 90503, USA",Torrance,CA,(310) 921-2046,https://www.amctheatres.com/movie-theatres/los-angeles/amc-del-amo-18?utm_medium=organic&utm_source=google&utm_campaign=local,Movie Theater,4.4,,,"establishment, movie_theater, point_of_interest",,,google_places,TRUE,FALSE,https://www.amctheatres.com/sign-up/insider?rel=discount-tuesdays_loy_promo,FALSE,2026-02-23T23:03:56.336+00:00,,2026-02-02T03:00:34.907649+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesdays — Discounted Movie Tickets Every Tuesday,"Every Tuesday, AMC offers discounted ticket prices on all movies at AMC Del Amo 18. Standard tickets are priced at $5 for all showtimes on Tuesdays. No membership or app required — discounted pricing is applied automatically at the box office and online.",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/discount-tuesdays,
ChIJ06XtZP7V3IARGppPnXlCJTM,AMC DINE-IN Fullerton 20,"1001 South Lemon Street, Fullerton",Fullerton,CA,,,Movie Theater,4.4,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-14T17:30:06.351324+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesday — $5 Tickets All Day,"Every Tuesday, AMC offers all movies for $5 per ticket at participating locations, including AMC DINE-IN Fullerton 20. No membership or app required — available for purchase at the box office or online. Valid for standard format screenings.",Tuesdays All day,,,,,https://www.amctheatres.com/discount-tuesdays,
ChIJ08bO34e6woARV6OxmEB0yws,AMC DINE-IN Marina 6,"13455 Maxella Avenue #280, Marina del Rey",Marina del Rey,CA,,,Movie Theater,4.3,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-09T15:17:22.310905+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesday — $5 Tickets All Day,"Every Tuesday, AMC offers all movies for $5 per ticket at this location. No membership or app required — discount is available at the box office and online to all guests.",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/discount-tuesdays,
ChIJo2cBevm0woARnUaTWKWpH4g,AMC DINE-IN South Bay Galleria 16,"1815 Hawthorne Boulevard Suite 368, Redondo Beach",Redondo Beach,CA,,,Movie Theater,4.4,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-09T15:17:22.310905+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesday — $5 Tickets All Day,"Every Tuesday, AMC offers all movies for $5 per ticket all day long at participating locations, including AMC DINE-IN South Bay Galleria 16. No membership or app required — price available at the box office and online.",Every Tuesday All day,,,,,https://www.amctheatres.com/discount-tuesdays,
ChIJXcOCqDScwoAR6h_5ptjFQ9E,AMC Fallbrook 7,"6731 Fallbrook Avenue, West Hills",West Hills,CA,,,Movie Theater,4.6,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:46:19.725006+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesday — $5 Movies All Day,"Every Tuesday, AMC offers all movie tickets for $5 at participating locations including AMC Fallbrook 7. No membership or app required — discount applies at the box office and online.",Every Tuesday All day,,,,,https://www.amctheatres.com/programs/discount-tuesdays,
ChIJNVxWSDJV2YARJwxv9Fmpj58,AMC Fashion Valley 18,"7037 Friars Road, San Diego",San Diego,CA,,,Movie Theater,4.2,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:05:58.144521+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesday — $5 Movies All Day,"Every Tuesday, all standard movie tickets are just $5 at AMC theatres nationwide, including AMC Fashion Valley 18. No membership or signup required — discount applies at the box office and online.",Tuesdays All day,,,,,https://www.amctheatres.com/discount-tuesdays,
ChIJfc8FOgDV3IARcPZmQbSgqsY,amc fullerton,"1065 Brea Mall, Brea",Brea,CA,,,Movie Theater,4,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-14T17:30:06.60329+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesday — $5 Movies All Day,"Every Tuesday, AMC theaters offer all movies for $5 per ticket, no membership or signup required. Valid for standard format screenings at AMC Fullerton 20 at Brea Mall.",Every Tuesday All day,,,,,https://www.amctheatres.com/discount-tuesday,
ChIJYWR4A7Iow4ARlePptGaQuHY,AMC Glendora 12 @ 210/57,"1337 East Gladstone Street, Glendora",Glendora,CA,,,Movie Theater,4.4,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:06:02.095933+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesday — $5 Tickets All Day,"Every Tuesday, AMC offers all movie tickets for $5 at participating locations, including AMC Glendora 12. No membership or app required — available at the box office and online. Valid for standard format screenings.",Tuesdays All day,,,,,https://www.amctheatres.com/discount-movies,
ChIJmSa4otIG3IARb4bPcS6QA64,AMC La Jolla 12,"8657 Villa La Jolla Drive #129, La Jolla",La Jolla,CA,,,Movie Theater,4.5,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:05:58.144521+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesday — Reduced Admission All Day,"Every Tuesday, AMC offers discounted movie tickets at reduced prices for all showtimes. Standard tickets are priced at $5 for AMC Stubs A-List/Premiere members and approximately $10 for general admission — no membership or app required to purchase at the",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/movie-theatres/san-diego/amc-la-jolla-12,
ChIJucHrwGgr3YARZ7i89X7k_Pk,AMC La Mirada 7,"15296 Rosecrans Avenue, La Mirada",La Mirada,CA,,,Movie Theater,4.3,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-14T17:30:06.60329+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,AMC Discount Tuesdays — Discounted Movie Tickets,"Every Tuesday, AMC offers discounted ticket prices on all movies at AMC La Mirada 7. Standard tickets are reduced to $5 for all showtimes on Tuesdays. No membership or app required — discount applies at the box office and online.",Tuesdays All showtimes,,,,,https://www.amctheatres.com/movie-theatres/los-angeles/amc-la-mirada-7,
ChIJ1yUQfH26woARJQNBHq59Pwk,AMC Marina Marketplace 6,"4335 Glencoe Avenue, Marina del Rey",Marina del Rey,CA,,,Movie Theater,4.2,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-24T14:46:19.725006+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,AMC Discount Tuesdays — Discounted Movie Tickets,"Every Tuesday, AMC offers discounted ticket prices at participating locations including AMC Marina Marketplace 6. Standard tickets are reduced to $5 for all showings on Tuesdays. No membership or app required — discount applies at the box office and onlin",Tuesdays All showtimes,,,,,https://www.amctheatres.com/movie-theatres/los-angeles/amc-marina-marketplace-6,
ChIJWZXS_ygw3YARH5BC9TG5saM,AMC Marina Pacifica 12,"6346 East Pacific Coast Highway, Long Beach",Long Beach,CA,,,Movie Theater,4.6,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-09T15:17:22.310905+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,AMC Discount Tuesdays — Reduced Admission All Day,"Every Tuesday, AMC theatres offer discounted movie tickets for all guests. Tickets are priced at $5 for most formats on Tuesdays, no membership or app required. Valid at AMC Marina Pacifica 12.",Every Tuesday All day,,,,,https://www.amctheatres.com/movie-theatres/los-angeles/amc-marina-pacifica-12,
ChIJs2n-qRlV2YARJ1xqGPL-d2Q,AMC Mission Valley 20,"1640 Camino Del Rio North, San Diego",San Diego,CA,,,Movie Theater,4.1,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:05:58.144521+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,AMC Discount Tuesdays — Discounted Movie Tickets,"Every Tuesday, AMC offers discounted ticket pricing on all movies at participating locations including AMC Mission Valley 20. Standard tickets are reduced to $5–$6 depending on format. No membership or app required — discount applies at the box office and",Tuesdays All showtimes,,,,,https://www.amctheatres.com/movie-theatres/san-diego/amc-mission-valley-20,
ChIJKbZGloIxw4ARFyKWjSJi294,AMC Montclair Place 12,"2200 Montclair Plaza Lane, Montclair",Montclair,CA,,,Movie Theater,4.6,,,"movie_theater, point_of_interest, establishment",,,google_places,TRUE,FALSE,,FALSE,,,2026-03-16T16:07:07.110574+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,AMC Discount Tuesdays — Discounted Movie Tickets Every Tuesday,"Every Tuesday, AMC offers discounted ticket pricing on all movies at AMC Montclair Place 12. Standard tickets are reduced to $5 for all showtimes on Tuesdays. No membership, app, or signup required — discount is available at the box office and online at s",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/movie-theatres/los-angeles/amc-montclair-place-12,
ChIJDW6a2DnQwoARSMNLPOxJbCI,AMC Montebello 10,"1475 N Montebello Blvd, Montebello, CA 90640, USA",Montebello,CA,(323) 722-4583,https://www.amctheatres.com/movie-theatres/los-angeles/amc-montebello-10?utm_medium=organic&utm_source=google&utm_campaign=local,Movie Theater,4.5,,,"establishment, movie_theater, point_of_interest",,,google_places,TRUE,FALSE,https://www.amctheatres.com/sign-up/insider?rel=discount-tuesdays_loy_promo,FALSE,2026-02-24T00:55:58.917+00:00,,2026-02-02T03:00:34.907649+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesdays — Reduced Admission Every Tuesday,AMC offers discounted movie tickets every Tuesday for all guests. Standard tickets are priced at $5 for matinee and $6 for evening showings on Tuesdays. No membership or signup required — discount applies at the box office and online.,Every Tuesday All showtimes,,,,,https://www.amctheatres.com/discount-tuesday,
ChIJUZ6FJdfSwoAR1QVbFgCKqAQ,AMC Norwalk 20,"12300 Civic Center Dr, Norwalk, CA 90650, USA",Norwalk,CA,(562) 864-5516,https://www.amctheatres.com/movie-theatres/los-angeles/amc-norwalk-20?utm_medium=organic&utm_source=google&utm_campaign=local,Movie Theater,4.4,,,"establishment, movie_theater, point_of_interest",,,google_places,TRUE,FALSE,https://www.amctheatres.com/sign-up/insider?rel=discount-tuesdays_loy_promo,FALSE,2026-02-24T00:55:59.862+00:00,,2026-02-02T03:00:34.907649+00:00,2026-03-24T15:18:29.886534+00:00,,,discount,Discount Tuesdays — Reduced Ticket Prices Every Tuesday,"Every Tuesday, AMC offers discounted movie ticket prices for all guests. Standard tickets are reduced to $5 for AMC Stubs members and approximately $9.99–$10 for non-members, with no app or account required to purchase at the box office. Pricing applies t",Every Tuesday All showtimes,,,,,https://www.amctheatres.com/discount-tuesdays,
